Unnamed: 0,tweet_id,text,favorite_count,retweet_count,created_at,tweetos,text_lem,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
322,1.28725E+18,"Covid-19: How higher educational institutes are coping, in Sunday Guardian Live by Prof. M. Jagadesh Kumar VC JNU#M…",1,1,Sun Jul 26 04:48:01 +0000 2020,other,Covid     How higher educational institutes are coping  in Sunday Guardian Live by Prof  M  Jagadesh Kumar VC JNU M,0,1,0,0,NEUTRAL
326,1.28725E+18,First big casualty of COVID-19 is my best investment in a year. The Adobe Creative Cloud subscription. I have to sa…,1,0,Sun Jul 26 04:47:41 +0000 2020,other,First big casualty of COVID    is my best investment in a year  The Adobe Creative Cloud subscription  I have to sa,0.5719,0.604,0.128,0.268,POSITIVE
333,1.28725E+18,"RT Coronavirus Live: दुनियाभर में 1 करोड़ 61 लाख से अधिक पीड़ित, अबतक 6 लाख 48 हजार से ज्यादा मौतें #Corona #CoronaUpdates…",0,3,Sun Jul 26 04:47:12 +0000 2020,other,Coronavirus Live                                                                                  Corona  CoronaUpdates,0,1,0,0,NEUTRAL
337,1.28725E+18,Covid-19: High percentage of false negatives seeds suspicions about rapid antigen tests via,0,0,Sun Jul 26 04:46:56 +0000 2020,other,Covid     High percentage of false negatives seeds suspicions about rapid antigen tests via,-0.3612,0.828,0.172,0,NEGATIVE
338,1.28725E+18,RT The COVID-19 protective gears are meant to safeguard and protect health workers associated with IRCS medical services…,0,145,Sun Jul 26 04:46:49 +0000 2020,other,The COVID    protective gears are meant to safeguard and protect health workers associated with IRCS medical services,0.6369,0.755,0,0.245,POSITIVE
354,1.28725E+18,RT 12 ways to survive the COVID-19 pandemic #COVID__19,0,2,Sun Jul 26 04:45:54 +0000 2020,other,ways to survive the COVID    pandemic  COVID,0,1,0,0,NEUTRAL
360,1.28725E+18,Daily #Covid-19 tests in #India reach up to 4.2 lakh amid surge in cases #Covid19…,0,0,Sun Jul 26 04:45:37 +0000 2020,other,Daily  Covid    tests in  India reach up to     lakh amid surge in cases  Covid,0.0258,0.922,0,0.078,POSITIVE
362,1.28725E+18,"Coronavirus Live: देश में एक दिन में मिले 48,661 नए पॉजिटिव केस, 705 की हुई मौत #Corona #CoronaUpdates",2,0,Sun Jul 26 04:45:26 +0000 2020,other,Coronavirus Live                                                                 Corona  CoronaUpdates,0,1,0,0,NEUTRAL
364,1.28725E+18,Pullela Gopichand admitted that the current circumstances resulting from the ongoing COVID-19 pandemic is not good…,0,0,Sun Jul 26 04:45:00 +0000 2020,other,Pullela Gopichand admitted that the current circumstances resulting from the ongoing COVID    pandemic is not good,-0.2514,0.786,0.135,0.079,NEGATIVE
367,1.28725E+18,Will corruption let the country beat Corona? Health workers in Bangladesh charged with selling fake COVID-19 cert…,0,0,Sun Jul 26 04:44:54 +0000 2020,other,Will corruption let the country beat Corona  Health workers in Bangladesh charged with selling fake COVID    cert,-0.5994,0.754,0.246,0,NEGATIVE
368,1.28725E+18,hoping our vijaya diwas retain for COVID 19. our external soverignty facades to crucial but the internal intergrity…,0,0,Sun Jul 26 04:44:42 +0000 2020,other,hoping our vijaya diwas retain for COVID     our external soverignty facades to crucial but the internal intergrity,0.2263,0.894,0,0.106,POSITIVE
372,1.28725E+18,"India reports 48,661 fresh covid-19 cases, 705 deaths in the last 24 hours",0,0,Sun Jul 26 04:44:04 +0000 2020,other,India reports        fresh covid    cases      deaths in the last    hours,0.3182,0.796,0,0.204,POSITIVE
379,1.28725E+18,RT Guidelines and Instructions for Care-Givers on use of Mask while handling home isolation of very mild/asymptomatic COVID-19…,0,32,Sun Jul 26 04:43:46 +0000 2020,other,Guidelines and Instructions for Care Givers on use of Mask while handling home isolation of very mild asymptomatic COVID,0.4939,0.664,0.105,0.23,POSITIVE
381,1.28725E+18,RT India conducts over 4.4 lakh Covid-19 tests in single day,0,1,Sun Jul 26 04:43:28 +0000 2020,other,India conducts over     lakh Covid    tests in single day,0,1,0,0,NEUTRAL
385,1.28725E+18,"reports wrong data, says 48,681 new #COVID__19 cases in past 24 hours. Actually, it's 48,661.",0,0,Sun Jul 26 04:43:21 +0000 2020,@aajtak,reports wrong data  says        new  COVID     cases in past    hours  Actually  it s,-0.4767,0.78,0.22,0,NEGATIVE
387,1.28725E+18,RT Sir pls cancel compartment exams and save the lives of all students and their future too.Give your decision…,0,14,Sun Jul 26 04:43:19 +0000 2020,other,Sir pls cancel compartment exams and save the lives of all students and their future too Give your decision,0.3612,0.723,0.085,0.191,POSITIVE
388,1.28725E+18,Ultimate destiny of Pakistan is merging back in #India. RAM RAM. #KargilVijayDiwas #KargilVijayDiwas…,1,0,Sun Jul 26 04:43:15 +0000 2020,@nailainayat,Ultimate destiny of Pakistan is merging back in  India  RAM RAM   KargilVijayDiwas  KargilVijayDiwas,0,1,0,0,NEUTRAL
389,1.28725E+18,RT Please Cancel Compartment Exams 2020. Studnts can give projects or…,0,20,Sun Jul 26 04:43:03 +0000 2020,other,Please Cancel Compartment Exams       Studnts can give projects or,0.0772,0.65,0.163,0.187,POSITIVE
390,1.28725E+18,RT Sir please cancel the compartment exams because COVID-19 is increasing fast day by day and we all are getti…,0,18,Sun Jul 26 04:43:01 +0000 2020,other,Sir please cancel the compartment exams because COVID    is increasing fast day by day and we all are getti,0.0772,0.807,0.09,0.103,POSITIVE
396,1.28725E+18,"#COVID__19 : Positivity rate : 11% Highest number of samples tested on 25 July: 4,42,263 Total sample tested till…",5,0,Sun Jul 26 04:42:44 +0000 2020,other,COVID       Positivity rate       Highest number of samples tested on    July           Total sample tested till,0.5574,0.723,0,0.277,POSITIVE
397,1.28725E+18,RT Urgent Requirement Now raising fund for Siddiq bhai who is an auto rickshaw driver located in Ahmedabad. He lost his me…,0,65,Sun Jul 26 04:42:43 +0000 2020,other,Urgent Requirement Now raising fund for Siddiq bhai who is an auto rickshaw driver located in Ahmedabad  He lost his me,-0.128,0.83,0.095,0.075,NEGATIVE
404,1.28725E+18,Covid-19: UK quarantines travellers from Spain in sudden blow to Europe’s tourism revival,3,0,Sun Jul 26 04:41:55 +0000 2020,other,Covid     UK quarantines travellers from Spain in sudden blow to Europe s tourism revival,0,1,0,0,NEUTRAL
409,1.28725E+18,Now #Covid-19 tests at 4.4 lakh per day. #ICMRFIGHTSCOVID19,0,0,Sun Jul 26 04:41:27 +0000 2020,other,Now  Covid    tests at     lakh per day   ICMRFIGHTSCOVID,0,1,0,0,NEUTRAL
412,1.28725E+18,RT Coronavirus: Why won't India admit how Covid-19 is spreading?,0,1,Sun Jul 26 04:41:09 +0000 2020,other,Coronavirus  Why won t India admit how Covid    is spreading,0.6705,0.593,0,0.407,POSITIVE
414,1.28725E+18,RT All is well with humaneness in India #COVID19 has proved. The New Sunday Express magazine begins by doffing its hat to…,0,1,Sun Jul 26 04:40:57 +0000 2020,other,All is well with humaneness in India  COVID   has proved  The New Sunday Express magazine begins by doffing its hat to,0.2732,0.909,0,0.091,POSITIVE
415,1.28725E+18,RT Three-day lockdown in Tripura from Monday to curb spurt in COVID-19 cases: Chief Minister Biplab Kumar Deb,0,31,Sun Jul 26 04:40:42 +0000 2020,other,Three day lockdown in Tripura from Monday to curb spurt in COVID    cases  Chief Minister Biplab Kumar Deb,0,1,0,0,NEUTRAL
420,1.28725E+18,"#COVID__19 : Total COVID 19 cases: 13,85,522 Recoveries: 885577 Total deaths:32063 In last 24 hours 48,661 cases…",11,1,Sun Jul 26 04:39:34 +0000 2020,other,COVID       Total COVID    cases            Recoveries         Total deaths       In last    hours        cases,0,1,0,0,NEUTRAL
423,1.28725E+18,"अच्छी खबर: टेस्टिंग मुकाबले यूपी में कम मिल रहे हैं कोरोना मरीज, देखें अन्य राज्यों के आंकड़े #CoronavirusPandemic",15,0,Sun Jul 26 04:39:18 +0000 2020,other,CoronavirusPandemic,0,1,0,0,NEUTRAL
424,1.28725E+18,"बंद करो #Lockdown #JantaCurfew , अपनाओ ये तरीका ! #Modi जी को 21 मार्च को रात 8 बजे ये क्यों नहीं ब…",0,0,Sun Jul 26 04:39:15 +0000 2020,@DrKumarVishwas,Lockdown  JantaCurfew                     Modi,0,1,0,0,NEUTRAL
425,1.28725E+18,"RT North Korea is yet to report a case of coronavirus but has intensified its preventive efforts across the country, calling its…",0,1,Sun Jul 26 04:39:11 +0000 2020,other,North Korea is yet to report a case of coronavirus but has intensified its preventive efforts across the country  calling its,0,1,0,0,NEUTRAL
426,1.28725E+18,"On 19th July India saw a high of 37,000 - today after mere six days we are at 49,000 cases a day. You know where ar…",1,0,Sun Jul 26 04:38:56 +0000 2020,other,On   th July India saw a high of          today after mere six days we are at        cases a day  You know where ar,0,1,0,0,NEUTRAL
428,1.28725E+18,"North Korea is yet to report a case of coronavirus but has intensified its preventive efforts across the country, c…",1,1,Sun Jul 26 04:38:44 +0000 2020,other,North Korea is yet to report a case of coronavirus but has intensified its preventive efforts across the country  c,0,1,0,0,NEUTRAL
429,1.28725E+18,"Dear Modi ji this is not time for Mann ki baat this is time for Jan ki baat, all youth, middle class…",0,0,Sun Jul 26 04:38:17 +0000 2020,@narendramodi,Dear Modi ji this is not time for Mann ki baat this is time for Jan ki baat  all youth  middle class,0.3818,0.89,0,0.11,POSITIVE
430,1.28725E+18,"RT “We must adopt a more healthy lifestyle, good diet, take all precautions, follow all recommendations by experts to stren…",0,5,Sun Jul 26 04:38:13 +0000 2020,other,We must adopt a more healthy lifestyle  good diet  take all precautions  follow all recommendations by experts to stren,0.7818,0.671,0,0.329,POSITIVE
431,1.28725E+18,"48,661 new cases reported and 705 deaths in last 24 hours Ttal no of cases in #India - 13,85, 522 Deaths-32063 #COVID__19",0,0,Sun Jul 26 04:38:12 +0000 2020,other,new cases reported and     deaths in last    hours Ttal no of cases in  India              Deaths        COVID,-0.296,0.872,0.128,0,NEGATIVE
432,1.28725E+18,Highly shameful.. using Covid-19 to make fast bucks... Selling fake Covid-19 certificates big biz in B'desh…,0,0,Sun Jul 26 04:38:09 +0000 2020,other,Highly shameful   using Covid    to make fast bucks    Selling fake Covid    certificates big biz in B desh,-0.7645,0.68,0.32,0,NEGATIVE
433,1.28725E+18,RT The 98% of #DelhiGovtSchools &amp; The 88% recovery rate of Delhi against #Covid_19 .. prove that investing in the people is…,0,22,Sun Jul 26 04:38:03 +0000 2020,other,The     of  DelhiGovtSchools  amp  The     recovery rate of Delhi against  Covid       prove that investing in the people is,0,1,0,0,NEUTRAL
435,1.28725E+18,"RT “The #Covid_19 pandemic has changed the way we think, we work and we interact with people. It’s important to understand…",0,2,Sun Jul 26 04:38:01 +0000 2020,other,The  Covid    pandemic has changed the way we think  we work and we interact with people  It s important to understand,0.2023,0.917,0,0.083,POSITIVE
436,1.28725E+18,#cencelcompartmentexam2020 Sir cancel compartment exam 2020 because covid-19 cases is highest please sir cancel exam,0,0,Sun Jul 26 04:37:47 +0000 2020,other,cencelcompartmentexam     Sir cancel compartment exam      because covid    cases is highest please sir cancel exam,-0.1779,0.636,0.231,0.133,NEGATIVE
439,1.28725E+18,India to announce financial assistance package for Maldives economic recovery post Covid-19: High Commissioner,0,0,Sun Jul 26 04:37:33 +0000 2020,other,India to announce financial assistance package for Maldives economic recovery post Covid     High Commissioner,0,1,0,0,NEUTRAL
442,1.28725E+18,"SAD ‘indulging in petty politics’ amid Covid-19 pandemic, says Punjab CM",0,0,Sun Jul 26 04:36:55 +0000 2020,other,SAD  indulging in petty politics  amid Covid    pandemic  says Punjab CM,-0.6841,0.615,0.385,0,NEGATIVE
444,1.28725E+18,"RIP DR JOGINDER CHAUDHARY, 27 YRS M, JUNIOR RESIDENT AT AMBEDKAR HOSPITAL, ROHINI DELHI, DIED OF COVID 19. बड़े दू…",10,4,Sun Jul 26 04:36:34 +0000 2020,other,RIP DR JOGINDER CHAUDHARY     YRS M  JUNIOR RESIDENT AT AMBEDKAR HOSPITAL  ROHINI DELHI  DIED OF COVID,-0.5574,0.795,0.205,0,NEGATIVE
445,1.28725E+18,RT Watch my interview - thank you for giving such a positive coverage for 🇮🇱🇮🇳 joint effort to fight #…,0,41,Sun Jul 26 04:36:14 +0000 2020,other,Watch my interview   thank you for giving such a positive coverage for      joint effort to fight,0.7096,0.519,0.113,0.368,POSITIVE
447,1.28725E+18,"RT Country is suffering greatly because of covid-19, lockdown and flood many people have lost their home, livelihood etc…",0,5,Sun Jul 26 04:35:35 +0000 2020,other,Country is suffering greatly because of covid     lockdown and flood many people have lost their home  livelihood etc,-0.5574,0.69,0.233,0.078,NEGATIVE
452,1.28724E+18,RT Super Villain #Corona से बचने के लिए अपने नाक और मुंह को पूरी तरह #Mask से ढक कर ही घर से निकलें। #कोरोना से जीत है मु…,0,338,Sun Jul 26 04:34:43 +0000 2020,other,Super Villain  Corona                                              Mask,0.0772,0.286,0.343,0.371,POSITIVE
453,1.28724E+18,"South Africa locked down when India did but is now seeing a surge of Covid-19 cases like India is, and is now 5th i…",11,3,Sun Jul 26 04:34:30 +0000 2020,other,South Africa locked down when India did but is now seeing a surge of Covid    cases like India is  and is now  th i,0.5023,0.866,0,0.134,POSITIVE
454,1.28724E+18,"North Korea reports its first suspected case of coronavirus. Official news agency KCNA described the case as ""a p…",1,0,Sun Jul 26 04:34:23 +0000 2020,other,North Korea reports its first suspected case of coronavirus  Official news agency KCNA described the case as  a p,-0.2263,0.894,0.106,0,NEGATIVE
457,1.28724E+18,Govet. wants to summon Assembly to prove its majority when no one is doubting it. The problem of covid 19 is still…,0,0,Sun Jul 26 04:33:44 +0000 2020,other,Govet  wants to summon Assembly to prove its majority when no one is doubting it  The problem of covid    is still,-0.743,0.711,0.289,0,NEGATIVE
458,1.28724E+18,"RT Sardar Patel Covid Care Centre and Hospital, Radha Soami Beas, Chhatarpur, New Delhi. ITBP...in the service of the Nati…",0,66,Sun Jul 26 04:33:41 +0000 2020,other,Sardar Patel Covid Care Centre and Hospital  Radha Soami Beas  Chhatarpur  New Delhi  ITBP   in the service of the Nati,0.4939,0.862,0,0.138,POSITIVE
459,1.28724E+18,RT The Telangana High Court pulls up the state govt. for not following court orders on COVID testing. It has also criticised…,0,47,Sun Jul 26 04:33:16 +0000 2020,other,The Telangana High Court pulls up the state govt  for not following court orders on COVID testing  It has also criticised,-0.4215,0.882,0.118,0,NEGATIVE
460,1.28724E+18,"COVID-19 vaccine Covishield to hit Indian Market by Q1 2021, says Serum Institute CEO Adar Poonawalla #sii…",2,1,Sun Jul 26 04:33:09 +0000 2020,other,COVID    vaccine Covishield to hit Indian Market by Q        says Serum Institute CEO Adar Poonawalla  sii,0,1,0,0,NEUTRAL
462,1.28724E+18,"RT ""Herd immunity has been a phrase people are scared of uttering in ths pandemic,due to no of fatal infections we are experi…",0,1,Sun Jul 26 04:33:05 +0000 2020,other,Herd immunity has been a phrase people are scared of uttering in ths pandemic due to no of fatal infections we are experi,-0.8225,0.699,0.301,0,NEGATIVE
463,1.28724E+18,There cannot be a uniform peak in COVID-19 cases in a large country like India and each state has its own trajector…,0,1,Sun Jul 26 04:33:00 +0000 2020,other,There cannot be a uniform peak in COVID    cases in a large country like India and each state has its own trajector,0.3612,0.884,0,0.116,POSITIVE
469,1.28724E+18,"RT We need talent to get out of any crisis,and how do we get the best talent by ignoring half the population, i.e, #women…",0,1,Sun Jul 26 04:32:06 +0000 2020,other,We need talent to get out of any crisis and how do we get the best talent by ignoring half the population  i e   women,0.4588,0.534,0.191,0.275,POSITIVE
470,1.28724E+18,"File 2.84 lakh coronavirus COVID-19 infections reported throughout world in final 24 hrs; US, Brazil, India worst-h…",0,0,Sun Jul 26 04:32:00 +0000 2020,other,File      lakh coronavirus COVID    infections reported throughout world in final    hrs  US  Brazil  India worst h,-0.6249,0.773,0.227,0,NEGATIVE
471,1.28724E+18,There is no community transmission in India ~ MOHFW #50000 Cases in a Day 🤔🤣 #ihavejoke #COVID__19,5,0,Sun Jul 26 04:31:56 +0000 2020,other,There is no community transmission in India   MOHFW        Cases in a Day     ihavejoke  COVID,-0.296,0.845,0.155,0,NEGATIVE
472,1.28724E+18,Should expell China from all world platform China is responsible for spreading Covid 19 China b punished by expe…,1,0,Sun Jul 26 04:31:23 +0000 2020,other,Should expell China from all world platform China is responsible for spreading Covid    China b punished by expe,-0.1779,0.739,0.148,0.113,NEGATIVE
475,1.28724E+18,"Food and hospitality sector students, supervisors, managers should consider undergoing these quality trainings and…",1,0,Sun Jul 26 04:30:59 +0000 2020,other,Food and hospitality sector students  supervisors  managers should consider undergoing these quality trainings and,0,1,0,0,NEUTRAL
477,1.28724E+18,RT RIP #DrCMohanReddy! Chennai's 10 Rupee Doctor Who Treated Thousands Of Poor Dies After Recovering From #COVID19.,0,78,Sun Jul 26 04:30:51 +0000 2020,other,RIP  DrCMohanReddy  Chennai s    Rupee Doctor Who Treated Thousands Of Poor Dies After Recovering From  COVID,-0.4767,0.829,0.171,0,NEGATIVE
479,1.28724E+18,"RT One-third of COVID-19 patients who aren't hospitalized have long-term illness, CDC says via",0,3,Sun Jul 26 04:30:38 +0000 2020,other,One third of COVID    patients who aren t hospitalized have long term illness  CDC says via,-0.4019,0.847,0.153,0,NEGATIVE
480,1.28724E+18,"During a virtual unveiling of a new portrait of the Queen, Barton said, ""Beyond repatriation effort, the UK &amp; India…",0,0,Sun Jul 26 04:30:35 +0000 2020,other,During a virtual unveiling of a new portrait of the Queen  Barton said   Beyond repatriation effort  the UK  amp  India,0,1,0,0,NEUTRAL
481,1.28724E+18,"When on-campus facilities aren't in use &amp; classes and operations have shifted online, many are questioning the nece…",1,0,Sun Jul 26 04:30:00 +0000 2020,other,When on campus facilities aren t in use  amp  classes and operations have shifted online  many are questioning the nece,-0.1027,0.928,0.072,0,NEGATIVE
482,1.28724E+18,"We need talent to get out of any crisis,and how do we get the best talent by ignoring half the population, i.e,…",1,1,Sun Jul 26 04:29:31 +0000 2020,other,We need talent to get out of any crisis and how do we get the best talent by ignoring half the population  i e,0.4588,0.506,0.202,0.292,POSITIVE
487,1.28724E+18,"I am facing few weeks for network issues in my area, ,This time is very critical condition f…",0,0,Sun Jul 26 04:28:36 +0000 2020,@reliancejio,I am facing few weeks for network issues in my area   This time is very critical condition f,-0.3804,0.853,0.147,0,NEGATIVE
490,1.28724E+18,RT We are in this together 💗 #weareinthistogether #Flattenthecurve #Quarantine #Socialdistancing #covid19 #Coronavirus #ph…,0,1,Sun Jul 26 04:27:33 +0000 2020,other,We are in this together    weareinthistogether  Flattenthecurve  Quarantine  Socialdistancing  covid    Coronavirus  ph,0,1,0,0,NEUTRAL
491,1.28724E+18,"brand is collaborating with to support clinical trials of mRNA-1273, Moderna’s…",0,1,Sun Jul 26 04:27:04 +0000 2020,@dassault3DS,brand is collaborating with to support clinical trials of mRNA       Moderna s,0.4019,0.787,0,0.213,POSITIVE
492,1.28724E+18,Bill Gates says Korean firm could make 200 million Covid-19 vaccines by June,0,0,Sun Jul 26 04:26:55 +0000 2020,other,Bill Gates says Korean firm could make     million Covid    vaccines by June,0,1,0,0,NEUTRAL
496,1.28724E+18,"Spanish second division team Fuenlabrada confirmed 12 more positive tests for COVID-19 on Saturday, bringing the to…",2,0,Sun Jul 26 04:26:02 +0000 2020,other,Spanish second division team Fuenlabrada confirmed    more positive tests for COVID    on Saturday  bringing the to,0.5984,0.794,0,0.206,POSITIVE
498,1.28724E+18,"As under COvid 19 pandemic,I again raising this concern that BSES is charging blindly from household. Bi…",0,0,Sun Jul 26 04:25:45 +0000 2020,@bsesdelhi,As under COvid    pandemic I again raising this concern that BSES is charging blindly from household  Bi,0,1,0,0,NEUTRAL
503,1.28724E+18,"""To Eradicate COVID-19 Recite Hanuman Chalisa 5 Times A Day"" Pragya Thakur #CoronaVirusUpdates #PragyaThakur…",0,0,Sun Jul 26 04:24:37 +0000 2020,other,To Eradicate COVID    Recite Hanuman Chalisa   Times A Day  Pragya Thakur  CoronaVirusUpdates  PragyaThakur,0,1,0,0,NEUTRAL
507,1.28724E+18,PM Modi’s approval ratings on handling COVID-19 going strong at 77.3% via NaMo App,0,0,Sun Jul 26 04:24:05 +0000 2020,other,PM Modi s approval ratings on handling COVID    going strong at       via NaMo App,0.7506,0.632,0,0.368,POSITIVE
512,1.28724E+18,RT New Study Finds Demand for #ArtificialIntelligence Increasing due to #COVID19 #fintech #AI #Ma…,0,14,Sun Jul 26 04:22:35 +0000 2020,other,New Study Finds Demand for  ArtificialIntelligence Increasing due to  COVID    fintech  AI  Ma,-0.128,0.897,0.103,0,NEGATIVE
522,1.28724E+18,"RT #RahulGandhi का केंद्र पर फिर हमला, बोले- आपदा में भी गरीबों से कमाई कर रही सरकार #IndianRailways | #COVID__19",0,21,Sun Jul 26 04:22:09 +0000 2020,other,RahulGandhi                                                                       IndianRailways    COVID,0,1,0,0,NEUTRAL
525,1.28724E+18,More than 1.5 crore Covid-19 samples tested so far: Govt via NaMo App,0,0,Sun Jul 26 04:21:54 +0000 2020,other,More than     crore Covid    samples tested so far  Govt via NaMo App,0,1,0,0,NEUTRAL
526,1.28724E+18,Its better to call this COVID-19 Quarantine Center not Hospital.,0,0,Sun Jul 26 04:21:45 +0000 2020,@AAPDelhi,Its better to call this COVID    Quarantine Center not Hospital,0.4404,0.756,0,0.244,POSITIVE
527,1.28724E+18,India's Covid-19 case fatality rate drops to 2.38%; recovery rate rises to 63.3% via NaMo A…,0,0,Sun Jul 26 04:21:44 +0000 2020,other,India s Covid    case fatality rate drops to        recovery rate rises to       via NaMo A,-0.6705,0.727,0.273,0,NEGATIVE
530,1.28724E+18,"RT An ambulance driver allegedly forced two boys, who are #COVIDpositive, and their mother to get off the vehicle as they…",0,2,Sun Jul 26 04:20:58 +0000 2020,other,An ambulance driver allegedly forced two boys  who are  COVIDpositive  and their mother to get off the vehicle as they,-0.4588,0.87,0.13,0,NEGATIVE
532,1.28724E+18,"Earlier it was Test for RNA by RTPCR, track and isolate and is continuing. Now it is Test for IgG Antibody by FDA…",3,0,Sun Jul 26 04:20:56 +0000 2020,other,Earlier it was Test for RNA by RTPCR  track and isolate and is continuing  Now it is Test for IgG Antibody by FDA,-0.2023,0.924,0.076,0,NEGATIVE
539,1.28724E+18,RT Pls cancel the exam ....or take appropriate step within time...Other…,0,17,Sun Jul 26 04:20:15 +0000 2020,other,Pls cancel the exam     or take appropriate step within time   Other,-0.1779,0.752,0.15,0.098,NEGATIVE
540,1.28724E+18,RT The COVID-19 pandemic has changed our world in ways we could hardly have imagined. Everyone has been affected and ever…,0,10,Sun Jul 26 04:20:11 +0000 2020,other,The COVID    pandemic has changed our world in ways we could hardly have imagined  Everyone has been affected and ever,-0.1531,0.926,0.074,0,NEGATIVE
546,1.28724E+18,Don’t miss the opportunity to know the miraculous ways to grow the business during &amp; after COVID-19 &amp; Get a COVID C…,0,0,Sun Jul 26 04:18:51 +0000 2020,other,Don t miss the opportunity to know the miraculous ways to grow the business during  amp  after COVID     amp  Get a COVID C,0.296,0.804,0.071,0.125,POSITIVE
547,1.28724E+18,"RT Back in lockdown 1, he asked the media to point out where the Delhi govt was falling short in it's fight against Covid-19.…",0,72,Sun Jul 26 04:18:44 +0000 2020,other,Back in lockdown    he asked the media to point out where the Delhi govt was falling short in it s fight against Covid,-0.4939,0.833,0.167,0,NEGATIVE
553,1.28724E+18,RT #IITKharagpur researchers develop novel technology for #COVID19 Rapid Test. The technology essentially deploys a disposable…,0,78,Sun Jul 26 04:17:48 +0000 2020,other,IITKharagpur researchers develop novel technology for  COVID   Rapid Test  The technology essentially deploys a disposable,0.3182,0.859,0,0.141,POSITIVE
555,1.28724E+18,"Thali, ghanta and light during COVID 19.",1,0,Sun Jul 26 04:17:36 +0000 2020,@mukherjee_dolan,Thali  ghanta and light during COVID,0,1,0,0,NEUTRAL
558,1.28724E+18,"RT Coronavirus Live: देश में पिछले 24 घंटे में रिकार्ड 4,42,031 कोरोना सैंपल की हुई जांच #Corona #CoronaUpdatesInIndia ht…",0,1,Sun Jul 26 04:17:18 +0000 2020,other,Coronavirus Live                                                                       Corona  CoronaUpdatesInIndia ht,0,1,0,0,NEUTRAL
564,1.28724E+18,"An ambulance driver allegedly forced two boys, who are #COVIDpositive, and their mother to get off the vehicle as t…",5,2,Sun Jul 26 04:15:47 +0000 2020,other,An ambulance driver allegedly forced two boys  who are  COVIDpositive  and their mother to get off the vehicle as t,-0.4588,0.857,0.143,0,NEGATIVE
566,1.28724E+18,"24 घंटे में Coronavirus के आए करीब 48,479 नए मामले, देश में कोरोना संक्रमितों संक्रमितों से मरने वालों का आंकड़ा प…",0,0,Sun Jul 26 04:15:26 +0000 2020,other,Coronavirus,0,1,0,0,NEUTRAL
569,1.28724E+18,#breastfeeding #nutrition #newborn care during #COVID__19 . Breastfeeding during #covid19 pandemic times is safe.…,0,0,Sun Jul 26 04:14:43 +0000 2020,other,breastfeeding  nutrition  newborn care during  COVID       Breastfeeding during  covid   pandemic times is safe,0.7269,0.643,0,0.357,POSITIVE
576,1.28724E+18,"RT देश में कोरोने वायरस के बढ़ते संक्रमण के बीच सोमवार को केंद्र सरकार राज्यों के साथ एक बैठक करने जा रही है, जिसमें COVI…",0,1,Sun Jul 26 04:13:36 +0000 2020,other,COVI,0,1,0,0,NEUTRAL
578,1.28724E+18,Protecting both wealth &amp; Health from COVID-19,0,0,Sun Jul 26 04:13:07 +0000 2020,other,Protecting both wealth  amp  Health from COVID,0.4939,0.652,0,0.348,POSITIVE
581,1.28724E+18,RT #MigrantWorkers Necessitating a transitional justice mechanism reports #SrinitaBhattacharjee,0,3,Sun Jul 26 04:12:43 +0000 2020,other,MigrantWorkers Necessitating a transitional justice mechanism reports  SrinitaBhattacharjee,0.5267,0.673,0,0.327,POSITIVE
584,1.28724E+18,"India is scaling up its testing capacity last 24 hrs India has conducted 4,42,263 tests. And India is…",0,0,Sun Jul 26 04:11:53 +0000 2020,@Benazir_Shah,India is scaling up its testing capacity last    hrs India has conducted          tests  And India is,0,1,0,0,NEUTRAL
589,1.28724E+18,Good move by the bihar Govt Bihar Cabinet nod to 'special family pension' for dependents of govt staff…,0,0,Sun Jul 26 04:10:23 +0000 2020,other,Good move by the bihar Govt Bihar Cabinet nod to  special family pension  for dependents of govt staff,0.6808,0.741,0,0.259,POSITIVE
590,1.28724E+18,Here's what an AIIMS study has to say about fever being a 'predominant' symptom of COVID-19 #Coronavirus #AIIMS,0,0,Sun Jul 26 04:10:00 +0000 2020,other,Here s what an AIIMS study has to say about fever being a  predominant  symptom of COVID     Coronavirus  AIIMS,0,1,0,0,NEUTRAL
591,1.28724E+18,"#Brazilian President #JairBolsonaro announced that he has tested negative for the #COVID19, more t…",2,0,Sun Jul 26 04:09:56 +0000 2020,other,Brazilian President  JairBolsonaro announced that he has tested negative for the  COVID    more t,-0.5719,0.764,0.236,0,NEGATIVE
592,1.28724E+18,"RT ‘Aadhaar card ID, results within 24 hours’ among new guidelines for Covid-19 testing Rajasthan",0,1,Sun Jul 26 04:09:39 +0000 2020,other,Aadhaar card ID  results within    hours  among new guidelines for Covid    testing Rajasthan,0,1,0,0,NEUTRAL
593,1.28724E+18,"The total number of #coronavirus cases stood at 15,984,384 globally, while the fatalities rose to 643,384.",1,0,Sun Jul 26 04:09:15 +0000 2020,other,The total number of  coronavirus cases stood at            globally  while the fatalities rose to,-0.5574,0.698,0.227,0.076,NEGATIVE
594,1.28724E+18,RT Mam here are the few points i have noted down to bring to ur notice the concerns i have with ugc guideli…,0,13,Sun Jul 26 04:07:58 +0000 2020,other,Mam here are the few points i have noted down to bring to ur notice the concerns i have with ugc guideli,0,1,0,0,NEUTRAL
